lang_pair,source,reference,mixtral,inner_id,produced_from,spatial_sense,error_type
en_pt_br,"When the wind is blowing, any excess energy coming from the windmill is diverted into the battery.",(Risadas.) Quando o vento está soprando qualquer excesso de energia vindo do moinho de vento é direcionado para a bateria.,"Quando o vento está soprando, qualquer energia excedente vinda do aerogerador é desviada para a bateria.",19281,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),wl
en_pt_br,"And while they were trying to break down the door, I climbed in through the window, and jumped in.","E enquanto tentavam derrubar a porta, eu escalei pela janela e pulei para dentro.","E enquanto eles tentavam derrubar a porta, eu subi pela janela e pulei dentro.",72913,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),po
en_pt_br,What is interesting today is that real time control systems are starting to enter into our lives.,O interessante hoje é que sistemas de controle em tempo real estão começando a invadir nossas vidas.,"Hoje, o que é interessante é que os sistemas de controle em tempo real estão começando a entrar nas nossas vidas.",19711,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,"I won't go into the intrascatter that's in the subtests, but they still had a neurologic issue.","Eu não irei para os sub testes, mas eles ainda tinham um problema neurológico.","Não entrarei em detalhes sobre os subtestes e as interferências que neles existem, mas eles ainda apresentavam um problema neurológico.",25820,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,What happens when you have your wok cut in half is the oil goes down into the fire and whoosh!,O que acontece quando você corta seu tacho ao meio é que o óleo vai para o fogo e vuff!!,"O que acontece quando você corta sua wok ao meio é que o óleo desce para o fogo e vai, whoosh!",25520,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),un
en_pt_br,And we're going to continue being clueless going into this very difficult future that we face.,E vamos continuar completamente cegos para enfrentar este futuro muito difícil que enfrentamos.,E nós vamos continuar sem saber nada ao nos confrontarmos com este futuro muito difícil que temos pela frente.,29796,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),cc
en_pt_br,"And I was thinking, how many terrorists could I possibly play before turning into one myself?","E eu pensava, quantos papéis de terrorista devo fazer antes de me tornar um?","E então eu estava pensando, quantos terroristas é que poderia possivelmente interpretar antes de me transformar em um também? Ianother.",32536,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"wt, lt, ad"
en_pt_br,"Here's somebody, what they did as they went through cognitive training at ages seven and 11.","Aqui alguém, o que ele fez quando passou pelo treinamento cognitivo nas idades de sete e 11 anos.","Aqui está alguém, o que eles fizeram ao passar por treinamento cognitivo aos sete e onze anos de idade.",25817,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ag
en_pt_br,And this is detrimental to the local ecology of the sea area that it's pumped back out into.,E isso é prejudicial à ecologia local da área do mar para onde ela é bombeada.,E isso é prejudicial à ecologia local da área do mar em que é bombeado de volta.,68076,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"And with ""Sartorial Anarchy,"" I began to invest more into the organization of my pictures.","Com ""Sartorial Anarchy"", comecei a investir mais na organização das minhas fotos.","E, com ""Sartorial Anarchy"", comecei a investir mais no planejamento de minha galeria de fotos.",15387,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
en_pt_br,"Suggesting that God expresses Himself or Herself through powerlessness, rather than power.",Sugerindo que Deus expressa-se através da impotência ao invés do poder.,"Sugerindo que Deus se exprime através da impotência, em vez de poder.",16819,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,And I have a hunch that bringing art into an AI research process is a way to do just that.,E tenho a impressão que trazer a arte para o processo de pesquisa em IA é a forma de fazer isso.,E eu tenho uma suspeita de que trazer arte para um processo de pesquisa de inteligência artificial é um jeito de fazer exatamente isso.,35634,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co
en_pt_br,"Once it's completed, I plan to integrate the Infinity Mushrooms into a number of objects.","Assim que estiver pronto, planejo integrar o Cogumelo Infinito em um certo número de objetos.","Uma vez concluído, tenho planos para integrar os Cogumelos Infinitos em vários objetos.",35202,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,Because the Internet and connection technologies are connecting them across the world.,Porque a Internet e as tecnologias de conexão estão ligando-os por todo o mundo.,Porque a Internet e as tecnologias de conexão estão ligando-os em todo o mundo.,26335,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(4),cc
en_pt_br,"It was decorative when it first started, just something pretty sewn onto your clothes.","Era uma peça decorativa quando apareceu, apenas um item bonito costurado nas suas roupas.","Inicialmente, isso era decorativo, apenas algo bonito costurado em suas roupas.",32923,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(2),cc
en_pt_br,It gets up into the sky and contributes to the disasters that we're now experiencing.,Sobe então para o céu e contribui para os desastres que estamos observando hoje.,Essa coisa sobe no céu e contribui para os desastres que estamos vivenciando agora.,64815,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),po
en_pt_br,"DNA accumulates information through random errors, some of which just happen to work.","O DNA acumula informação através de erros aleatórios, alguns dos quais, acabam dando certo.","O DNA acumula informação através de erros aleatórios, sendo que alguns deles, por acaso, acabam funcionando.",16567,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"We talk things over with our friends, we scour the Internet, we search through books.","Nós conversamos com nossos amigos, pesquisamos na internet, buscamos nos livros.","Nós conversamos sobre as coisas com nossos amigos, navegamos na Internet e procuramos em livros.",11181,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie
en_pt_br,So he'd take people to this two-way mirror looking into the room where the snake was.,"Então ele levaria as pessoas para o espelho de dois lados examinando a sala onde a cobra estava,","Então ele levava as pessoas para este espelho de duas vias, que dava para o cômodo onde estava a cobra.",64883,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
en_pt_br,"It was graded one through four, number two being the ideal hardness for general use.","Foram classificados de um a quatro, o número dois sendo o de uso ideal para tarefas gerais.","Foi avaliado de um a quatro, sendo o número dois o ideal de dureza para uso geral.",32832,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl
en_pt_br,"I don't remember everything, but I do remember I went into crisis mode, mother mode.","Não me lembro de tudo, mas me lembro de ter entrado em modo de crise, em modo de mãe.","Não me lembro de tudo, mas lembro que entrei em modo de crise, modo mãe.",66554,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,Another important idea is this notion of persistence of character across realities.,Outra ideia importante é a noção da persistência do personagem entre as realidades.,Outra importante ideia é este conceito de persistência do caráter através das realidades.,10002,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(5),an
en_pt_br,"If you're cremated, all those toxins I mentioned are released into the atmosphere.","Se você é cremado, todas aquelas toxinas que mencionei são liberadas na atmosfera.","Se você for cremado, todas aquelas toxinas que mencionei são liberadas para a atmosfera.",35175,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),po
en_pt_br,And all of these fed into a disc array that was designed for a continuous capture.,E tudo isto ia para uma série de discos desenvolvidos para uma captação ininterrupta.,E todos esses se conectaram a um arranjo de disco que foi projetado para captura contínua.,13207,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),cc
en_pt_br,"BJ: But through our investigation, we have to seek the wildest places in Africa.","BJ: Mas através de nossa investigação, temos de procurar os lugares mais selvagens na África.","BJ: No entanto, através de nossa investigação, precisamos nos aventurar em lugares selvagens da África.",5325,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"But if you leave children alone, they'll get into just a little bit of mischief.","Mas se deixarmos uma criança sozinha, ela vai aprontar um pouquinho.","Mas se você deixar as crianças sozinhas, elas vão se meter em apenas um pouco de desordem.",27663,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),lt
en_pt_br,"Through this very simple process, we can create an astounding variety of forms.","Através desse processo tão simples, conseguimos criar uma espantosa variedade de formas.","Por meio desse processo muito simples, podemos criar uma diversidade incrível de formas.",72725,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"This year, unfortunately the lakebed's turned into an absolute cracked dry bed.","Este ano, infelizmente o leito do lago transformou em um leito seco e totalmente rachado.","Este ano, infelizmente, o leito do lago se transformou em uma cama completamente seca e fendida.",20269,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
en_pt_br,I'm getting terribly excited as my mind and my eyes flick across these things.,Estou ficando incrivelmente entusiasmado enquanto minha mente e meus olhos passam por coisas assim.,"Estou ficando cada vez mais entusiasmado, pois minha mente e meus olhos pulam desesperadamente sobre essas coisas.",34604,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),ws
en_pt_br,It might spill off into the Hudson a little bit before it destroyed the Earth.,Poderia passar um pouco para o Rio Hudson antes de destruir a Terra.,Pode se derramar um pouco no Hudson antes de destruir a Terra.,13648,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),wt
en_pt_br,And so Netflix has gone through several different algorithms over the years.,"A Netflix analisou, ao longo dos anos, vários algoritmos diferentes.","E então, a Netflix passou por vários algoritmos diferentes ao longo dos anos.",27161,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie
en_pt_br,"It's born, and I play the next generation of my creature through evolution.",e eu jogo com a nova geração da minha criatura através da evolução.,"Está nascido, e eu jogarei a próxima geração de meu ser vivo por meio da evolução.",66270,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),"an, wt"
en_pt_br,"Alright, I want to tell you how I got my superpowers through fatherhood.",Vou contar a vocês como eu adquiri superpoderes com a paternidade.,"Legal, quero contar para você como eu obtive meus superpoderes por meio da paternidade.",27613,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,So we can imagine the early universe breaking up into a billion clouds.,"Assim, podemos imaginar o universo primevo separando-se em bilhões de nuvens.",Então podemos imaginar o universo primitivo se fragmentando em um bilhão de nuvens.,16501,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,So what we did was that we converted this device into a medical device.,"Então, o que fizemos foi converter este dispositivo num dispositivo médico.",Então o que nós fizemos foi converter este dispositivo em um dispositivo médico. ,72495,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"Whenever current flows through the coil, this becomes an electromagnet.",Quando a corrente flui através da bobina ela se converte em um eletroímã.,"Sempre que a corrente flui pelo enrolamento, este se torna um eletroímano.",19430,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),"wl, in"
en_pt_br,That really involves designing behaviors and personality into products.,Isso realmente envolve projetar comportamentos e personalidade em produtos.,Isso realmente envolve projetar comportamentos e personalidade em produtos.,30683,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,How do I integrate this information into the longer course of my life?,Como eu integro essa informação a longo prazo em minha vida?,Como posso integrar essa informação ao longo curso de minha vida?,8665,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),co
en_pt_br,"We actually play through many generations here, at the cellular scale.","Agora, jogamos por várias gerações aqui, na escala celular.","Na verdade, nós jogamos por muitas gerações aqui, na escala celular.",66221,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,"In America, we can fall further into the darkness of discord, or not.","Nos EUA, podemos mergulhar ainda mais na escuridão da discórdia, ou não.","No Estados Unidos, podemos cair mais profundamente no escuro da discordância, ou não.",65054,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,"Yes, there's a guy walking across your screen once you get infected.","Sim, aparece um cara caminhando pela tela assim que se é infectado.","Sim, há um cara atravessando sua tela assim que você fica infectado.",26849,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),cc
en_pt_br,We make our way through the darkness to get to the light at the end.,Fazemos nosso caminho pela escuridão até a luz no final.,Nosso caminho é através da escuridão para chegar à luz no final. ,80955,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,I've shared with you so far some insights into the world of experts.,"Até agora, compartilhei alguns insights no mundo dos especialistas.",Tenho compartilhado conosco até agora algumas perspectivas sobre o mundo dos especialistas.,11214,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),wl
en_pt_br,"So the question started to work its way into my work life, as well.","Assim, aquela pergunta começou a impactar meu trabalho também.","Então a pergunta começou a se infiltrar também na minha vida profissional, assim como.",2901,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,You can sift through this data and see what people have submitted.,Você pode analisar esses dados e averiguar o que as pessoas responderam.,Você pode passar por este conjunto de dados e ver o que as pessoas enviaram.,63297,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie
en_pt_br,Imagine a lighter black hole falling into a very heavy black hole.,Imaginem um buraco negro mais leve caindo em um buraco negro muito pesado.,Imagine um buraco negro mais leve caindo em um buraco negro muito pesado.,13688,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),cc
en_pt_br,"And then he reaches into his pocket, and he brings this out to me.",Então ele procura no bolso e me mostra isto.,"Em seguida, ele alcança em seu bolso e retira isto para mim.",68913,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),ie
en_pt_br,"In between those two landmarks in Ham's life, he flew into space.","Entre esses dois marcos da vida de Ham, ele foi ao espaço.","Entre esses dois marcos na vida de Ham, ele voou para o espaço.",70115,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),ie
en_pt_br,So transforming the data set into something that looks like this.,Transformar o conjunto de dados em algo parecido com isso.,"Então, a transformação do conjunto de dados em algo que se assemelha a isto.",8053,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"When I walked across Afghanistan, I stayed with people like this.","Quando atravessei o Afeganistão a pé, fiquei em casas de pessoas como esta.","Quando eu passei por Afeganistão, fiquei hospedado com pessoas assim.",27316,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),sp
en_pt_br,"This person studies all the ""arghs,"" from one through eight A's.","Esta pessoa estudou todos os ""ais"", de 1 até 8 'A's.","Essa pessoa estuda todos os ""arghs"", de um até oito As.",31874,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),un
en_pt_br,This is just the bit that protrudes into our physical dimension.,Isto é só a porção que sobressai em nossa dimensão física.,Isso é apenas a parte que sobresai para nossa dimensão física.,34594,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"So now let's just quickly jump into the MoMA, again in New York.","Então agora vamos rapidamente entrar no MoMA, de novo em Nova York.","Agora vamos pular rápido para o MoMA, novamente em Nova Iorque.",20703,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"Two months later, both of those villages fell into another war.","Dois meses depois, essas duas vilas entraram novamente em guerra.","Dois meses depois, ambas aquelas aldeias caíram em outro guerra.",58964,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ag
en_pt_br,"First of all, I thought, I've got to get her into the house.","Primeiro de tudo, eu pensei, Preciso tê-la dentro de casa.","Primeiro, pensei: tenho que levar ela para dentro de casa.",73154,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),cc
en_pt_br,"This is a ship, a liner, clipping through the Indian Ocean.","Este é um navio, um transatlântico, singrando pelo Oceano Índico.","Isso é um navio, um transatlântico, cortando o Oceano Índico.",72076,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(2),cc
en_pt_br,It arrived like a speeding bird smashing into a windowpane.,Ele chegou como um pássaro em alta velocidade chocando-se contra uma vidraça.,"Chegou como um pássaro voando à velocidade, batendo em uma janela.",28791,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(2),wl
en_pt_br,And we often went into just a dead end and had to recover.,E várias vezes nos encontramos num beco sem saída e precisamos nos recuperar.,E nós frequentemente nos aventurávamos em um cul-de-sac e tivemos que nos recuperar.,15061,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,"It wasn't perfect, but it got us through the last century.","Ela não era perfeita, mas nos conduziu pelo último século.","Não era perfeito, mas nos levou através do último século.",13188,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie
en_pt_br,The iPatient is getting wonderful care all across America.,O iPaciente está tendo um tratamento maravilhoso em toda a América.,O iPaciente está recebendo ótimos cuidados em toda a América do Norte.,32375,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(4),wl
en_pt_br,"He'd gone onto his laptop, he typed in the flight number.",Ele foi até seu computador e digitou o número do voo.,"Ele tinha aberto seu laptop, ele digitou o número do voo.",34408,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(3),cc
en_pt_br,She came out of the station and into a phone box nearby.,Saiu da estação e entrou numa cabine telefônica próxima.,Ela saiu da estação e entrou em uma cabine telefônica nas proximidades.,26050,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),wl
en_pt_br,Run it through the separator and you're ready to use it.,Passe-o pelo separador e está pronto para uso.,Rode através do separador e você estará pronto para usar.,57593,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),ie
en_pt_br,So even property rights have ambiguity built into them.,"Então, até os direitos de propriedade trazem ambiguidade,",Então mesmo os direitos de propriedade têm incorporated em si mesmos uma certa dose de ambiguidade.,2454,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),"in, ad"
en_pt_br,And so this is the dilemma we've gotten ourselves into.,Esse é o dilema em que nós nos metemos.,"Então, isto é o dilema em que nós nos fizemos colocar.",63902,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,But that math liberation didn't get into education yet.,Mas esta libertação da matemática ainda não chegou na educação.,Mas essa libertação matemática ainda não entrou na educação.,966,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,"Imagine a big explosion as you climb through 3,000 ft.",Imaginem uma grande explosão ao subir a 3 mil pés.,Imagine uma grande explosão à medida que você sobe por entre 3.000 pés.,18458,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),co
en_pt_br,"Within a few minutes, she went into cardiac collapse.","Dentro de poucos minutos, ela teve um colapso cardíaco.","Em poucos minutos, ela entrou em colapso cardíaco.",32299,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,"Here's the scanner going through, scanning the wound.",Aqui está o scanner passando e digitalizando a ferida.,"Aqui está o aparelho de varredura passando através, analisando a ferida.",12751,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(3),"sp, wl"
en_pt_br,Decisively my other foot sets itself onto the cable.,"Decidido, meu outro pé se coloca sobre o cabo.","Decididamente, meu outro pé posiciona-se no cabo.",65807,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Onto(1),cc
en_pt_br,And we get sucked into that faster than anything.,E caímos nessa mais rápido que qualquer outra coisa.,E nós somos puxados para isso mais rápido do que qualquer outra coisa.,2113,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),ie
en_pt_br,"And early in the morning, I went into the ward.","E de manhã cedo, entrei na enfermaria.","E, às primeiras luas da manhã, eu entrei no pavilhão há-di-a, eu-me-vi no pavilhão.",30214,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),"in, ad, re"
en_pt_br,There was no opponent directly across from you.,Não havia um oponente diretamente contra você.,Não havia um oponente diretamente em frente a você.,69000,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(3),cc
en_pt_br,And we're going to go all across the country.,E prosseguiremos em todo o país.,E então nós vamos atravessar todo o país.,65005,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(4),cc
en_pt_br,That DNA is passed down through our mothers.,Esse DNA nos é transmitido por meio de nossas mães.,"Essa informação genética é herdada de nossas mães, através do DNA.",14721,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(5),cc
en_pt_br,And here's some music translated into color.,E aqui estão algumas músicas traduzidas em cores.,E aqui está alguma música traduzida em cores.,72036,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),an
en_pt_br,They would literally walk across the street.,"Literalmente atravessavam a rua, para outra calçada.",Eles literalmente cruzariam a rua.,33983,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Across(2),cc
en_pt_br,That reaches 21 kilometers into the sky.,Isso atinge 21 quilômetros até o céu.,Isso alcança 21 quilômetros no céu. ,98716,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(1),po
en_pt_br,And so that's just programmed into you.,Então isso é simplesmente programado em você.,E assim isso fica simplesmente programado em você.,65929,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),cc
en_pt_br,And the light goes through that hole.,E a luz passa através daquele orifício.,E a luz passa por aquela abertura.,28457,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Through(1),cc
en_pt_br,But then they turn into stomps.,Mas então se tornam em pisões.,Mas então eles se transformam em batidas fortes.,27720,SRC_TM_DATA/data_2024/en-pt_br-2.tmx,Into(3),wl
